"Ranking","Gap","NPSN","Sekolah","Nilai.Total","Provinsi","Kab.Kota","Jenis"
196,-138,20223020,"SMAN 1 BEKASI",560.694,"JAWA BARAT","KOTA BEKASI","SMA"
197,-105,20223819,"SMAN 1 KOTA DEPOK",560.653,"JAWA BARAT","KOTA DEPOK","SMA"
198,370,10603865,"SMA NEGERI 01 PALEMBANG",560.455,"SUMATERA SELATAN","KOTA PALEMBANG","SMA"
199,113,20525856,"SMAN 1 GLAGAH",560.196,"JAWA TIMUR","KAB. BANYUWANGI","SMA"
200,-124,20305010,"SMAN 1 KEBUMEN",560.01,"JAWA TENGAH","KAB. KEBUMEN","SMA"
201,66,20327565,"SMAN 4 MAGELANG",559.874,"JAWA TENGAH","KOTA MAGELANG","SMA"
202,-81,20302165,"SMAN 2 PURWOKERTO",559.778,"JAWA TENGAH","KAB. BANYUMAS","SMA"
203,214,20103290,"SMAN 105 JAKARTA",559.637,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
204,-34,20303249,"SMAN 1 PURBALINGGA",559.627,"JAWA TENGAH","KAB. PURBALINGGA","SMA"
205,141,20103281,"SMAN 31 JAKARTA",559.583,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
206,20,20409906,"SMA KESATUAN BANGSA",559.515,"DI YOGYAKARTA","KAB. BANTUL","SMA"
207,-9,10609704,"SMA XAVERIUS 01 PALEMBANG",559.483,"SUMATERA SELATAN","KOTA PALEMBANG","SMA"
208,165,20101587,"SMAN 84 JAKARTA",559.456,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
209,-19,20538326,"SMAN 2 NGANJUK",559.398,"JAWA TIMUR","KAB. NGANJUK","SMA"
210,-70,20310417,"SMAN 1 SUKOHARJO",558.908,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
211,10,20517730,"SMAN 1 KEPANJEN",558.856,"JAWA TIMUR","KAB. MALANG","SMA"
212,-8,10404453,"SMAN PLUS PROP RIAU",558.725,"RIAU","KOTA PEKANBARU","SMA"
213,-63,20535050,"SMAN 1 BLITAR",558.412,"JAWA TIMUR","KOTA BLITAR","SMA"
214,-160,20606853,"SMAN 1 TANGERANG",558.255,"BANTEN","KOTA TANGERANG","SMA"
215,-35,20300617,"SMA NEGERI 1 CILACAP",558.225,"JAWA TENGAH","KAB. CILACAP","SMA"
216,98,20219270,"SMAS KRIDA NUSANTARA",558.008,"JAWA BARAT","KOTA BANDUNG","SMA"
217,19,30401491,"SMAN 1 BALIKPAPAN ",557.976,"KALIMANTAN TIMUR","KOTA BALIKPAPAN","SMA"
218,-72,20219326,"SMAN 8 BANDUNG",557.941,"JAWA BARAT","KOTA BANDUNG","SMA"
219,224,20103299,"SMAN 89 JAKARTA",557.935,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
220,-48,69727602,"SMAS AL-IZZAH BATU",557.874,"JAWA TIMUR","KOTA BATU","SMA"
221,45,20219265,"SMAS ST MARIA 1 BANDUNG",557.645,"JAWA BARAT","KOTA BANDUNG","SMA"
222,-8,20403175,"SMAN 10 YOGYAKARTA",557.438,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
223,199,20102573,"SMAN 60 JAKARTA",557.405,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
224,-22,20328893,"SMA NEGERI 05",557.277,"JAWA TENGAH","KOTA SEMARANG","SMA"
225,-20,20306171,"SMAN 7 PURWOREJO",557.272,"JAWA TENGAH","KAB. PURWOREJO","SMA"
226,97,10807024,"SMA S AL KAUTSAR ",557.135,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
227,301,69965070,"SMA THURSINA IIBS",557.103,"JAWA TIMUR","KAB. MALANG","SMA"
228,-112,20532260,"SMAN 6 SURABAYA",556.723,"JAWA TIMUR","KOTA SURABAYA","SMA"
229,184,20534125,"SMAN 1 MADIUN",556.379,"JAWA TIMUR","KOTA MADIUN","SMA"
230,-89,20532236,"SMAN 16 SURABAYA",556.335,"JAWA TIMUR","KOTA SURABAYA","SMA"
231,53,10807016,"SMA S XAVERIUS BANDAR LAMPUNG",556.262,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
232,113,20577343,"SMAS AR-ROHMAH PUTRI BOARDING SCHOOL DAU",556.231,"JAWA TIMUR","KAB. MALANG","SMA"
233,213,69759180,"SMA ISLAM SINAR CENDEKIA",556.066,"BANTEN","KOTA TANGERANG SELATAN","SMA"
234,-177,20523844,"SMAN 1 JEMBER",555.967,"JAWA TIMUR","KAB. JEMBER","SMA"
235,69,20277214,"MAS HUSNUL KHOTIMAH",555.859,"JAWA BARAT","KAB. KUNINGAN","MA"
236,253,69955659,"MAN INSAN CENDEKIA BANGKA TENGAH",555.711,"KEPULAUAN BANGKA BELITUNG","KAB. BANGKA TENGAH","MA"
237,-60,20329847,"SMAN 1 TEGAL",555.555,"JAWA TENGAH","KOTA TEGAL","SMA"
238,-51,20542500,"SMA NEGERI 1 TRENGGALEK",555.54,"JAWA TIMUR","KAB. TRENGGALEK","SMA"
239,19,20400391,"SMA NEGERI 1 JETIS",555.537,"DI YOGYAKARTA","KAB. BANTUL","SMA"
240,-174,20501706,"SMAN 1 SIDOARJO",555.465,"JAWA TIMUR","KAB. SIDOARJO","SMA"
241,-139,20505009,"SMAN 1 TUBAN",555.419,"JAWA TIMUR","KAB. TUBAN","SMA"
242,89,20603342,"SMAS ISLAM AL-AZHAR BSD",555.363,"BANTEN","KOTA TANGERANG SELATAN","SMA"
243,211,20102566,"SMAN 82 JAKARTA",555.318,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
244,77,69786332,"SMA ISLAM TERPADU AL USWAH",555.238,"JAWA TIMUR","KOTA SURABAYA","SMA"
245,-146,20327968,"SMAN 3 SURAKARTA",555.114,"JAWA TENGAH","KOTA SURAKARTA","SMA"
246,125,20100797,"SMAN 52 JAKARTA",554.857,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
247,193,40301037,"SMAN 5 GOWA",554.779,"SULAWESI SELATAN","KAB. GOWA","SMA"
248,-66,20511965,"SMAN 2 PARE",554.723,"JAWA TIMUR","KAB. KEDIRI","SMA"
249,37,20400390,"SMA NEGERI 1 KASIHAN",554.651,"DI YOGYAKARTA","KAB. BANTUL","SMA"
250,107,20276416,"SMAS LABSCHOOL CIBUBUR",554.577,"JAWA BARAT","KOTA BEKASI","SMA"
251,248,20100780,"SMAN 80 JAKARTA",554.308,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
252,-42,20341554,"SMAS IT NURHIDAYAH",553.896,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
253,134,20102572,"SMAN 63 JAKARTA",553.776,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
254,424,30401787,"SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA",553.634,"KALIMANTAN TIMUR","KOTA BONTANG","SMA"
255,101,69816259,"SMA IBNU HAJAR BOARDING SCHOOL",553.583,"JAWA BARAT","KOTA DEPOK","SMA"
256,185,20102213,"SMAN 37 JAKARTA",553.468,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
257,144,20603371,"SMAS PLUS PEMBANGUNAN JAYA",553.355,"BANTEN","KOTA TANGERANG SELATAN","SMA"
258,-141,20328894,"SMA NEGERI 04",552.69,"JAWA TENGAH","KOTA SEMARANG","SMA"
259,-44,20606833,"SMAS STRADA ST AQUINO",552.61,"BANTEN","KOTA TANGERANG","SMA"
260,77,20253167,"SMAS ISLAM AL-AZHAR 4",552.46,"JAWA BARAT","KOTA BEKASI","SMA"
261,-64,20320242,"SMA NEGERI 1 UNGARAN",552.383,"JAWA TENGAH","KAB. SEMARANG","SMA"
262,-11,20536288,"SMAN 1 PROBOLINGGO",552.358,"JAWA TIMUR","KOTA PROBOLINGGO","SMA"
263,11,20327972,"SMAN 7 SURAKARTA",552.217,"JAWA TENGAH","KOTA SURAKARTA","SMA"
264,15,20328892,"SMA NEGERI 06",551.988,"JAWA TENGAH","KOTA SEMARANG","SMA"
265,407,20112433,"SMAS JAKARTA ISLAMIC SCHOOL",551.933,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
266,-32,20536817,"SMAN 1 BATU",551.751,"JAWA TIMUR","KOTA BATU","SMA"
267,41,20502726,"SMAN 1 PURI",551.602,"JAWA TIMUR","KAB. MOJOKERTO","SMA"
268,330,10263550,"SMAN 2 LINTONGNIHUTA",551.531,"SUMATERA UTARA","KAB. HUMBANG HASUDUTAN","SMA"
269,-61,10263742,"MAS PERGURUAN ISLAM AR RISALAH",551.38,"SUMATERA BARAT","KOTA PADANG","MA"
270,157,20101586,"SMAN 85 JAKARTA",550.803,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
271,290,20102210,"SMAN 46 JAKARTA",550.797,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
272,190,20337604,"SMK NEGERI 7 SEMARANG",550.412,"JAWA TENGAH","KOTA SEMARANG","SMK"
273,-10,69929336,"SMA SCIENCE PLUS BAITUL QURAN BOARDING SCHOOL",550.368,"JAWA TENGAH","KAB. SRAGEN","SMA"
274,308,20580757,"MAS UNGGULAN AMANATUL UMMAH SURABAYA",550.31,"JAWA TIMUR","KOTA SURABAYA","MA"
275,408,20103280,"SMAN 36 JAKARTA",550.046,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
276,-70,20515430,"SMAN 1 KEDUNGWARU",549.875,"JAWA TIMUR","KAB. TULUNGAGUNG","SMA"
277,12,10261532,"SMA UNGGULAN CT FOUNDATION",549.612,"SUMATERA UTARA","KAB. DELI SERDANG","SMA"
278,-16,20533640,"SMAN 8",549.545,"JAWA TIMUR","KOTA MALANG","SMA"
279,15,20534389,"SMAN 1 KEDIRI",549.496,"JAWA TIMUR","KOTA KEDIRI","SMA"
280,96,20102562,"SMAN 97 JAKARTA",549.436,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
281,154,20100224,"SMAN 30 JAKARTA",549.272,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
282,1,69964214,"SMA NEGERI TARUNA NALA JAWA TIMUR",549.101,"JAWA TIMUR","KOTA MALANG","SMA"
283,7,20309689,"SMAN 2 KLATEN",549.003,"JAWA TENGAH","KAB. KLATEN","SMA"
284,-24,20223817,"SMAN 3 KOTA DEPOK",548.737,"JAWA BARAT","KOTA DEPOK","SMA"
285,103,20200686,"SMAS DWI WARNA",548.682,"JAWA BARAT","KAB. BOGOR","SMA"
286,-58,10307799,"SMAN 3 BATU SANGKAR",548.671,"SUMATERA BARAT","KAB. TANAH DATAR","SMA"
287,447,69976449,"MAN INSAN CENDEKIA SAMBAS",548.391,"KALIMANTAN BARAT","KAB. SAMBAS","MA"
288,54,20314885,"SMAN 1 BLORA",548.159,"JAWA TENGAH","KAB. BLORA","SMA"
289,-78,20510150,"SMAN 1 PONOROGO",548.078,"JAWA TIMUR","KAB. PONOROGO","SMA"
290,550,20102565,"SMAN 86 JAKARTA",548.047,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
291,-159,20220332,"SMAN 3 BOGOR",547.727,"JAWA BARAT","KOTA BOGOR","SMA"
292,163,10210873,"SMAN 1 MEDAN",547.702,"SUMATERA UTARA","KOTA MEDAN","SMA"
293,16,20200681,"SMAN 1 CILEUNGSI",547.696,"JAWA BARAT","KAB. BOGOR","SMA"
294,397,20229161,"SMAS MARDI YUANA PANCORAN MAS",547.685,"JAWA BARAT","KOTA DEPOK","SMA"
295,-23,20328913,"SMA SEDES SAPIENTIAE",547.64,"JAWA TENGAH","KOTA SEMARANG","SMA"
296,19,20328449,"SMAN 3 SALATIGA",547.43,"JAWA TENGAH","KOTA SALATIGA","SMA"
297,46,20223046,"SMAN 3 BEKASI",547.348,"JAWA BARAT","KOTA BEKASI","SMA"
298,-99,20219254,"SMAN 2 BANDUNG",547.329,"JAWA BARAT","KOTA BANDUNG","SMA"
299,-190,20400381,"SMA NEGERI 2 BANTUL",547.292,"DI YOGYAKARTA","KAB. BANTUL","SMA"
300,112,20331978,"SMAN 2 MAGELANG",547.177,"JAWA TENGAH","KOTA MAGELANG","SMA"
301,2,20219241,"SMAN 12 BANDUNG",546.928,"JAWA BARAT","KOTA BANDUNG","SMA"
302,30,30401809,"SMAS YAYASAN PUPUK KALTIM BONTANG",546.92,"KALIMANTAN TIMUR","KOTA BONTANG","SMA"
303,107,20103286,"SMAN 113 JAKARTA",546.862,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
304,248,69774555,"SMA ISLAM AL-AZHAR 8",546.68,"JAWA BARAT","KOTA BEKASI","SMA"
305,268,20103305,"SMAN 64 JAKARTA",546.571,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
306,-205,20328867,"SMA NEGERI 01",546.387,"JAWA TENGAH","KOTA SEMARANG","SMA"
307,-70,20224139,"SMA NEGERI 2 CIMAHI",546.218,"JAWA BARAT","KOTA CIMAHI","SMA"
308,-35,20315697,"SMA NEGERI 1 REMBANG",545.989,"JAWA TENGAH","KAB. REMBANG","SMA"
309,231,20220273,"SMKN 1 BOGOR",545.822,"JAWA BARAT","KOTA BOGOR","SMK"
310,-118,11002197,"SMAN 3 BATAM",545.754,"KEPULAUAN RIAU","KOTA BATAM","SMA"
311,-115,20330281,"SMAN 1 GOMBONG",545.669,"JAWA TENGAH","KAB. KEBUMEN","SMA"
312,38,20401315,"SMKN 2 DEPOK",545.668,"DI YOGYAKARTA","KAB. SLEMAN","SMK"
313,-142,20325299,"SMAN 1 SLAWI",545.646,"JAWA TENGAH","KAB. TEGAL","SMA"
314,-39,20502727,"SMAN 1 SOOKO",545.629,"JAWA TIMUR","KAB. MOJOKERTO","SMA"
315,92,40307369,"SMAS KATOLIK RAJAWALI",545.544,"SULAWESI SELATAN","KOTA MAKASSAR","SMA"
316,2,20514344,"SMAN 1 TALUN",545.076,"JAWA TIMUR","KAB. BLITAR","SMA"
317,-153,20525854,"SMAN 1 GENTENG",545.046,"JAWA TIMUR","KAB. BANYUWANGI","SMA"
318,54,20363283,"MAS MUALLIMAAT MUHAMMADIYAH",545.019,"DI YOGYAKARTA","KOTA YOGYAKARTA","MA"
319,439,20623275,"MAN 2 KOTA SERANG",544.943,"BANTEN","KOTA SERANG","MA"
320,209,20103308,"SMAN 59 JAKARTA",544.937,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
321,229,20101585,"SMAN 94 JAKARTA",544.915,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
322,120,20321425,"SMK NEGERI 1 TEMANGGUNG",544.864,"JAWA TENGAH","KAB. TEMANGGUNG","SMK"
323,397,20101584,"SMAN 95 JAKARTA",544.783,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
324,147,20363211,"MAS AL IRSYAD",544.516,"JAWA TENGAH","KAB. SEMARANG","MA"
325,-113,20303987,"SMAN 1 BANJARNEGARA",544.487,"JAWA TENGAH","KAB. BANJARNEGARA","SMA"
326,175,69946479,"SMA EDU GLOBAL",544.444,"JAWA BARAT","KOTA BANDUNG","SMA"
327,137,20103297,"SMAN 42 JAKARTA",544.251,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
328,55,20505008,"SMAN 2 TUBAN",544.033,"JAWA TIMUR","KAB. TUBAN","SMA"
329,579,69977033,"SMA Islam Al Azhar 19",543.96,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
330,127,20103291,"SMAN 104 JAKARTA",543.892,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
331,-77,20306176,"SMAN 2 PURWOREJO",543.803,"JAWA TENGAH","KAB. PURWOREJO","SMA"
332,200,20400374,"SMA NEGERI 1 PUNDONG",543.499,"DI YOGYAKARTA","KAB. BANTUL","SMA"
333,-22,20269747,"SMA NURUL FIKRI BOARDING SCHOOL LEMBANG",543.489,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
334,-248,20500479,"SMAN 1 GRESIK",543.396,"JAWA TIMUR","KAB. GRESIK","SMA"
335,-202,20532242,"SMAN 1 SURABAYA",543.168,"JAWA TIMUR","KOTA SURABAYA","SMA"
336,635,10816430,"MAN 2 PONTIANAK",543.166,"KALIMANTAN BARAT","KOTA PONTIANAK","MA"
337,59,20310425,"SMAN 1 KARTASURA",543.097,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
338,294,20103300,"SMAN 88 JAKARTA",542.996,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
339,-146,20219309,"SMAN 5 BANDUNG",542.935,"JAWA BARAT","KOTA BANDUNG","SMA"
340,128,20500477,"SMAN 1 MANYAR",542.802,"JAWA TIMUR","KAB. GRESIK","SMA"
341,-97,20309680,"SMAN 1 KARANGANOM",542.701,"JAWA TENGAH","KAB. KLATEN","SMA"
342,36,20212956,"SMA NEGERI 2 KUNINGAN",542.588,"JAWA BARAT","KAB. KUNINGAN","SMA"
343,242,20100211,"SMAN 4 JAKARTA",542.431,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
344,437,20328448,"SMAN 2 SALATIGA",542.397,"JAWA TENGAH","KOTA SALATIGA","SMA"
345,-19,20307714,"SMAN 1 KOTA MUNGKID",542.348,"JAWA TENGAH","KAB. MAGELANG","SMA"
346,380,10403792,"SMAN PINTAR",542.295,"RIAU","KAB. KUANTAN SINGINGI","SMA"
347,-117,20218351,"SMAN 1 TAMBUN SELATAN",542.223,"JAWA BARAT","KAB. BEKASI","SMA"
348,-49,20238516,"SMAN 2 BOGOR",542.172,"JAWA BARAT","KOTA BOGOR","SMA"
349,-182,20533667,"SMAN 4",542.106,"JAWA TIMUR","KOTA MALANG","SMA"
350,-12,20219271,"SMAN 1 BANDUNG",542.105,"JAWA BARAT","KOTA BANDUNG","SMA"
351,168,20532231,"SMAN 20 SURABAYA",542.075,"JAWA TIMUR","KOTA SURABAYA","SMA"
352,8,69986335,"SMA IT AT TAUFIQ",542.02,"JAWA BARAT","KOTA BOGOR","SMA"
353,65,20532246,"SMAN 13 SURABAYA",541.829,"JAWA TIMUR","KOTA SURABAYA","SMA"
354,143,20533661,"SMAN 10",541.794,"JAWA TIMUR","KOTA MALANG","SMA"
355,-195,20223044,"SMAN 5 BEKASI",541.712,"JAWA BARAT","KOTA BEKASI","SMA"
356,283,20517786,"SMAS AR ROHMAH DAU",541.685,"JAWA TIMUR","KAB. MALANG","SMA"
357,116,20328939,"SMA NEGERI 09",541.654,"JAWA TENGAH","KOTA SEMARANG","SMA"
358,323,10400870,"SMAS CENDANA MANDAU",541.41,"RIAU","KAB. BENGKALIS","SMA"
359,-156,20354028,"SMAN 1 SRAGEN",541.397,"JAWA TENGAH","KAB. SRAGEN","SMA"
360,91,30401487,"SMAN 5 BALIKPAPAN SELATAN",541.352,"KALIMANTAN TIMUR","KOTA BALIKPAPAN","SMA"
361,305,50103181,"SMAS K SANTO YOSEPH DENPASAR",541.318,"BALI","KOTA DENPASAR","SMA"
362,NA,20517733,"SMAN 1 SINGOSARI",541.255,"JAWA TIMUR","KAB. MALANG","SMA"
363,1,20503413,"SMA NEGERI 3 JOMBANG",541.209,"JAWA TIMUR","KAB. JOMBANG","SMA"
364,-131,20311334,"SMAN 1 WONOGIRI",541.2,"JAWA TENGAH","KAB. WONOGIRI","SMA"
365,-21,20519299,"SMAN 1 PANDAAN",541.115,"JAWA TIMUR","KAB. PASURUAN","SMA"
366,292,20100212,"SMAN 35 JAKARTA",541.114,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
367,410,30201848,"SMAN 1 PANGKALAN BUN",540.959,"KALIMANTAN TENGAH","KAB. KOTAWARINGIN BARAT","SMA"
368,16,11000360,"SMAN 1 BATAM",540.922,"KEPULAUAN RIAU","KOTA BATAM","SMA"
369,60,20501705,"SMAN 1 TAMAN",540.867,"JAWA TIMUR","KAB. SIDOARJO","SMA"
370,-82,20580089,"MAN 1 KOTA MALANG",540.773,"JAWA TIMUR","KOTA MALANG","MA"
371,143,10210903,"SMAS METHODIST 2 MEDAN",540.762,"SUMATERA UTARA","KOTA MEDAN","SMA"
372,28,20310421,"SMAN 3 SUKOHARJO",540.746,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
373,-96,20253130,"SMAS IT AL BINA",540.738,"JAWA BARAT","KAB. BEKASI","SMA"
374,251,69883506,"SMA GARUDA CENDEKIA",540.648,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
375,-58,20219253,"SMAN 20 BANDUNG",540.343,"JAWA BARAT","KOTA BANDUNG","SMA"
376,17,20411891,"MAN 3 SLEMAN",540.274,"DI YOGYAKARTA","KAB. SLEMAN","MA"
377,414,69897124,"SMA ISLAM AL AZHAR 14",540.213,"JAWA TENGAH","KOTA SEMARANG","SMA"
378,NA,69956310,"MAN INSAN CENDEKIA ACEH TIMUR",540.132,"ACEH","KAB. ACEH TIMUR","MA"
379,-124,20219312,"SMAN 4 BANDUNG",540.055,"JAWA BARAT","KOTA BANDUNG","SMA"
380,294,20533639,"SMAN 7",539.963,"JAWA TIMUR","KOTA MALANG","SMA"
381,-22,20320387,"SMA NEGERI 1 AMBARAWA",539.939,"JAWA TENGAH","KAB. SEMARANG","SMA"
382,335,69829549,"SMA SYUBBANUL WATHON",539.73,"JAWA TENGAH","KAB. MAGELANG","SMA"
383,31,20328879,"SMA NEGERI 11",539.726,"JAWA TENGAH","KOTA SEMARANG","SMA"
384,-155,20238517,"SMAN 5 BOGOR",539.703,"JAWA BARAT","KOTA BOGOR","SMA"
385,217,20403227,"SMAS BOPKRI 1",539.669,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
386,70,20532217,"SMAN 17 SURABAYA",539.665,"JAWA TIMUR","KOTA SURABAYA","SMA"
387,-52,20514347,"SMAN 1 SRENGAT",539.545,"JAWA TIMUR","KAB. BLITAR","SMA"
388,186,60724851,"SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) SLEMAN",539.441,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
389,-223,50103124,"SMAN 4 DENPASAR",539.415,"BALI","KOTA DENPASAR","SMA"
390,29,30401067,"SMA Negeri 10 Samarinda",539.316,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
391,92,69859740,"SMA ISLAM SABILILLAH",539.088,"JAWA TIMUR","KOTA MALANG","SMA"
392,141,20328898,"SMA NEGERI 15",539.08,"JAWA TENGAH","KOTA SEMARANG","SMA"
393,-134,69762788,"SMAN 3 TARUTUNG",538.798,"SUMATERA UTARA","KAB. TAPANULI UTARA","SMA"
394,493,20220322,"SMAS BINA INSANI",538.714,"JAWA BARAT","KOTA BOGOR","SMA"
